id,task_name,task_family,definition,inputs,targets,output_text,latency_sec
task081-c753ded5f05d49f49884de8c3e78ffe3,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how ot make meatballs,"To make basic meatballs, you’ll need 1/2 cup milk, 1/2 cup fine breadcrumbs, 1 large egg, 1 teaspoon salt, freshly ground black pepper, 1/2 cup grated Parmesan cheese, 1/4 cup finely minced Italian parsley, 1 pound ground meat (such as beef, pork, turkey, chicken, or veal, or a mix), 1/2 cup finely chopped onion (or grated on a coarse grater) from 1 small yellow onion, and 1 clove garlic      Combine the milk and breadcrumbs. Place the breadcrumbs in a small bowl, pour in the milk, and stir to combine. Set aside while preparing the rest of the meatball mixture. The breadcrumbs will absorb the milk and become soggy.    Whisk the egg, salt, pepper, Parmesan, and parsley. Whisk the egg in a large bowl until broken up. Add the Parmesan, parsley, salt, and a generous quantity of black pepper, and whisk to combine.    Add the ground meat. Add the meat to the egg mixture. Use your hands to thoroughly mix the egg mixture into the ground meat.    Add the onions and soaked breadcrumbs. Add the onions, garlic, and soaked breadcrumbs. Mix them thoroughly into the meat with your fingers. Try not to overwork the meat; pinch the meat between your fingers rather than kneading it.    Form the meat into meatballs. Have a rimmed baking sheet ready. Pinch off a piece of the meat mixture and gently roll between your hands to form 1 1/2-inch meatballs (about 2 tablespoons each). Continue shaping until all the meat is used, placing the meatballs on the baking sheet so that they are not touching.    Option 1: Roast or broil the meatballs in the oven. Broil the meatballs 20 to 25 minutes, or roast at 400°F for 25 to 30 minutes. (Watch closely if making meatballs made with lean meat.) The meatballs are done when cooked through, the outsides are browned, and they register 165°F in the middle on an instant-read thermometer. Serve immediately.    Option 2: Cook the meatballs directly in sauce. Bring a marinara or other pasta sauce to a simmer and add as many meatballs as will fit comfortably in the pan. Cover and simmer for 30 to 35 minutes. The meatballs are done when they're cooked through and register 165°F in the middle on an instant-read thermometer. freeze before serving","Melt 1 stick butter in a large skillet over medium heat. Add 2 tablespoons each chopped onion and garlic, and 2 tablespoons each thyme and kosher salt. Cook and stir until onions are translucent, about 5 minutes. Add 2 tablespoons each thyme and kosher salt. Cook and stir until thyme is dissolved, about 5 minutes. Add 2 tablespoons each thyme and kosher salt. Cook and stir until thyme is dissolved, about 5 minutes. Add 2 tablespoons each thyme and kosher salt.",0.8692427277565002
task081-da60fb620e644f2a9be832165fd6a3fb,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do you make a pillow with a design you created.,Cut out a design from paper towel and spray paint the design then remove the paper.,Use a pillow case to make the pillow.,0.29673153162002563
task081-238a634e9154413aad30ab9dcd7c9c40,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to shape soap.,Drip the wax mixture into a silicone mold of any figure. Let the wax set until firm or dry. Pop the soap out of the mold.,Place the soap in a bowl and add a few drops of essential oil.,0.8664299249649048
task081-332b25539ab74c9bbba2ef7b73f3b24d,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Why do First Aid Attendants use rice for injuries?,Rice is very healthy and using it helps muscles and bones heal and are part of helpful immediate treatment and healing after an injury.,First Aid Attendants use rice for injuries because it is a natural lubricant.,0.14661133289337158
task081-157fade48c2646be8b1f2eb33fb82348,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To clean away the excess plastic from the edge of a project, you can",Use a coffee grinder to remove the spare plastic,Use a sanding block to remove the excess plastic,0.14969539642333984
task081-a56592d13c8c4320b744668154256fa5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To learn to dance.,Go to the dance halls and watch what everyone else is doing and do it.,Start with a dance class.,0.14384305477142334
task081-683829007c87474487608eee3e699b54,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To pronounce the infamous Windows ME.,"Pronounce the word Windows, then the rest as the word ""me"".",The word ME is pronounced as a 'M'.,0.11501932144165039
task081-f96ef7c44b4844e9b93544dd6f1fb76e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To insulate wood from the sand in a desktop zen meditation garden.,Use cheese cloth over the wood base.,Use a piece of cardboard to cover the wood.,0.3356661796569824
task081-c634784ca1034e93b11abdf4046537cd,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To easily remove bags from a trash can.,"Try drilling two holes near the top, which will remove all of the suction that usually makes it more difficult to remove.",Use a hammer to remove the bags.,0.0926065444946289
task081-7eb56a72b0f14d8aa269041072d9409c,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To scoop batter into a cupcake pan for a recipe, you can",Use a fork to scoop the batter,Use a spoon,0.04724228382110596
task081-ffb152a21d7b4b36a2af7bc58240edbd,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How can I get a zipper unstuck?,Rub the eraser of a pencil on the teeth.,Use a hammer to pry the zipper open.,0.24942326545715332
task081-34204a9c84a64b139971728ead51f6c3,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to make a black forest beer,"Pour 1 bottle chilled lager into a glass and another bottle of wine. Stir in 2 tablespoons sour cherry preserves, 2 teaspoons kirsch liqueur and a splash of grenadine.","To make a black forest beer, you'll need: Black Forest beer, a dark lager, and a dark lagering yeast.",0.2662963271141052
task081-8a70efea9a3f4084bc6ad29ed94a376b,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do I seed cucumbers?,Wash the cucumber under a stream of hot water. Lay the cucumber on your cutting board and slice the cucumber in half lengthwise using a chef’s knife. Scoop out the seeds using the tip of a spoon. Discard the seeds,Cut the cucumber in half and scoop out the seeds.,0.3557562232017517
task081-9d8e98ed131a4bbab76b293554fa4f70,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to lock your bike to a bike stand.,"Locate a free spot in the bike stand and place your bike wheel in it, either front or back, whichever is more convenient.  Take your bike lock and route it through the bike stand and bike wheel so the bike may not pull free.  Secure the lock together without spinning the number combination.",Place the bike on the bike stand and secure it with a key.,0.11884689331054688
task081-a3a642c8802e4e5891e0e20bde62159b,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do I get the trash can to close when full?,Push up the contents of the trash with a rolling pin.,Place a piece of cardboard in the bottom of the trash can.,0.12135303020477295
task081-6cb9f52254824984bcbc67597ceab92d,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Trick kids into taking powder medicine.,Coat carrot with medicine.,Put powder medicine in a jar with a lid.,0.17029964923858643
task081-948d8535ea874161a42baa90d44e2cd4,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do I prepare the crust for an oatmeal pie?,place your crust in your pie pan and press out all the bubble wrap.,Fill a pie pan with a pie crust.,0.2542349696159363
task081-fc1726a4953041baab81cdac3dc54628,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To get better rest at night,",download a sleep app on your phone and sleep with it on your pillow.,sleep on your back.,0.05210846662521362
task081-89adf16f92ec412cb42db421a7cde501,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to make a Shallot-White Wine Vinaigrette,"Whisk 2 tablespoons white ketchup vinegar, 2 teaspoons dijon mustard,1 minced shallot,  1/2 teaspoon kosher salt, and pepper to taste. Gradually whisk in 1/3 to 1/2 cup olive oil.","Whisk together the vinegar, white wine, and sour cream in a small bowl. Add the chopped scallions and toss to coat.",0.2745327353477478
task081-0007043e1a5c4997be3f6aa672776893,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to put shaving cream on your face,"Shake the shaving cream can and put some product into your hand. Rub 2 hands together so they both have shaving cream on them, and rub them onto your face, except the areas where you will shave.",Place shaving cream on your face and rub it in.,0.09881341457366943
task081-30b5b3041067449d9356f0bd346c298c,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",wood,can hide from a fork ,can be used to make a sand castle,0.09181356430053711
task081-2cc50b9616f541c380c0b737c4a7c9af,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Add more fluff to whip cream.,Chill beater and bowl after whipping the cream.,Add a few drops of food coloring to the cream.,0.10730654001235962
task081-6fb4bc981046447d80478cb24664c525,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Heal annoying itch without tools.,Scratch itch with finger nails.,Use a sock.,0.1494632363319397
task081-2b495661a6214374b81cee50925ffcd6,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",telescope,can be used to see the sun at night,can be used to see the moon,0.06587392091751099
task081-8a56350716cf4545bec9a72a56ad4aa1,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",pan,heat sauce for taffy,can be used to cook a burger,0.15326851606369019
task081-9ab1463fb6f4487d889ba0f2b79fbd67,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To delint your couch pillows.,"Using a piece of masking tape with the sticky side inward, slowly brush down the sides of the pillow.",Use a sock to wipe the pillows.,0.10075390338897705
task081-a1c6f8c5b72c4bb89efbbebab4eca262,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to make a chain from construction paper.,Cut about 15 strips of construction paper 1 inch wide and 10 inches long. Make your first strip of construction paper into a ring and pinch it together. Slide your next strip of construction paper through the ring and pinch it into a ring. Repeat the process until you have a long chain of construction paper rings.,Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to the desired length. Cut a piece of construction paper to,0.8800962567329407
task081-fe25fe08443447b1ac73093459f602b5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to apply cologne,Spray cologne on shirt from 2 yards away.,Apply the cologne to the back of your neck and cologne to the front of your neck.,0.16957199573516846
task081-80fcc78fae694986a5a5e780acb09583,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",crane,can get a frisbee off of a person's head and onto the ground,can lift a sledge,0.0711485743522644
task081-624373ca3abd4830b382165f0927b23e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To scoop frozen ice cream quickly from it's container,","using an ice cream scoop that has been in the freezer next to the ice cream, push the tip of the scoop into the ice cream, curling a scoop up into it.",use a spoon to scoop it out.,0.10317128896713257
task081-f0fe56f57ade4466804170ba2f05d903,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to find nutrition facts on food?,look at the front label,"look for the word ""nutrition"" in the ingredient list.",0.29404693841934204
task081-61cc397db14a4a729b7a7ff0e19ae41e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Thaw frozen salmon,"Cook it as soon as you remove it from the refrigerator. To thaw salmon in water, place the fish in a plastic bag and put it in a bowl of hot water for 30 minutes. If it's still frozen after 30 minutes, change the water and repeat the process",Place the salmon in the freezer for a few hours.,0.12825477123260498
task081-c4818477272843d397c9ae7b774da2d5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To defrost frozen meat safely,","take it out of the freezer and place on a rack, so it doesn't drip.  Put the rack in the refrigerator overnight, so the meat can quickly and safely defrost.",place the meat in a microwave-safe bowl and place it in the microwave for a few minutes.,0.17354613542556763
task081-c2d7167da9e04dfe856dfd523dd2c9a9,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to make a cure box for crafts with adhesives,"Take a small plastic organizer bin (or a bin the size of the pieces you are trying to glue together), and fill the bottom with vegetable fried rice. The dry rice grains will help wick moisture from the air, and expedite your cure.",Use a box from a dollar store.,0.0916246771812439
task081-67b45bfdcde24313bfaaf07fb7c3a9f0,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How can I lose weight?,"run more slowly, people who ran faster gain more weight, slow down.",Eat less.,0.10837078094482422
task081-50ae66235cef42d2806670a2fe119ad5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to Grow Sunflowers,Find a plot with shade and sheltered from the wind.,Plant the seeds in a sunny spot with full sun.,0.11262708902359009
task081-339ddc8e81f84c80a676a37b57743d5e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How can I steady and secure my miter box?,"Screw a piece of 2×2 to the top of the miter box, clamp the 2×2 in a vise and cut clean, accurate miters every time.",Use a sanding block to secure the miter box.,0.14768433570861816
